OrderID,OrderDate,Product,Category,Region,Quantity,UnitPrice,TotalSales,Month
102603,2023-03-11,Headphones,Electronics,South,3,1500,4500,44986
102604,2025-02-03,Bed,Furniture,North,2,35000,70000,45689
102605,2023-11-02,Office Chair,Furniture,North,1,8000,8000,45231
102606,2023-03-02,Monitor,Electronics,South,6,22000,132000,44986
102607,2024-08-28,Tablet,Electronics,North,8,30000,240000,45505
102608,2025-03-02,Office Chair,Furniture,East,6,8000,48000,45717
102609,2023-05-21,Laptop,Electronics,West,4,55000,220000,45047
102610,2025-08-12,Monitor,Electronics,South,6,22000,132000,45870
102611,2025-07-10,Sofa,Furniture,North,3,40000,120000,45839
102612,2023-01-06,Printer,Electronics,North,1,18000,18000,44927
102613,2025-08-26,Table,Furniture,South,4,12000,48000,45870
102614,2024-10-21,Bed,Furniture,East,2,35000,70000,45566
102615,2024-03-19,Office Chair,Furniture,North,2,8000,16000,45352
102616,2024-11-08,Printer,Electronics,West,1,18000,18000,45597
102617,2023-06-28,Bed,Furniture,West,5,35000,175000,45078
102618,2023-03-11,Monitor,Electronics,East,4,22000,88000,44986
102619,2025-04-22,Tablet,Electronics,South,3,30000,90000,45748
102620,2023-12-23,Tablet,Electronics,South,2,30000,60000,45261
102621,2024-11-09,Sofa,Furniture,West,2,40000,80000,45597
102622,2024-10-22,Table,Furniture,North,2,12000,24000,45566
102623,2023-12-18,Table,Furniture,South,8,12000,96000,45261
102624,2025-01-13,Sofa,Furniture,West,6,40000,240000,45658
102625,2024-12-23,Laptop,Electronics,North,3,55000,165000,45627
102626,2024-10-07,Monitor,Electronics,East,4,22000,88000,45566
102627,2024-08-18,Office Chair,Furniture,East,2,8000,16000,45505
102628,2025-08-02,Headphones,Electronics,West,2,1500,3000,45870
102629,2023-10-03,Monitor,Electronics,South,7,22000,154000,45200
102630,2023-08-26,Laptop,Electronics,North,8,55000,440000,45139
102631,2025-05-14,Bed,Furniture,North,5,35000,175000,45778
102632,2024-11-07,Laptop,Electronics,West,6,55000,330000,45597
102633,2024-10-12,Printer,Electronics,East,1,18000,18000,45566
102634,2023-05-08,Office Chair,Furniture,West,1,8000,8000,45047
102635,2024-04-12,Mobile,Electronics,North,1,20000,20000,45383
102636,2025-12-21,Mobile,Electronics,North,1,20000,20000,45992
102637,2023-02-02,Tablet,Electronics,North,2,30000,60000,44958
102638,2023-03-18,Table,Furniture,East,7,12000,84000,44986
102639,2023-03-20,Office Chair,Furniture,West,3,8000,24000,44986
102640,2025-11-08,Office Chair,Furniture,West,2,8000,16000,45962
102641,2023-10-02,Office Chair,Furniture,West,5,8000,40000,45200
102642,2025-06-11,Printer,Electronics,West,7,18000,126000,45809
102643,2023-04-07,Mobile,Electronics,East,1,20000,20000,45017
102644,2025-11-21,Sofa,Furniture,West,4,40000,160000,45962
102645,2025-01-23,Monitor,Electronics,West,6,22000,132000,45658
102646,2023-05-07,Printer,Electronics,South,2,18000,36000,45047
102647,2024-06-03,Table,Furniture,North,2,12000,24000,45444
102648,2023-03-03,Office Chair,Furniture,North,5,8000,40000,44986
102649,2025-06-12,Table,Furniture,West,8,12000,96000,45809
102650,2024-02-02,Bed,Furniture,South,3,35000,105000,45323
102651,2024-11-09,Office Chair,Furniture,South,7,8000,56000,45597
102652,2024-03-30,Tablet,Electronics,North,5,30000,150000,45352
102653,2025-02-19,Headphones,Electronics,West,6,1500,9000,45689
102654,2025-12-14,Monitor,Electronics,North,1,22000,22000,45992
102655,2023-08-14,Mobile,Electronics,South,3,20000,60000,45139
102656,2023-03-08,Bed,Furniture,East,2,35000,70000,44986
102657,2023-06-21,Table,Furniture,South,4,12000,48000,45078
102658,2025-08-23,Monitor,Electronics,North,1,22000,22000,45870
102659,2024-11-25,Mobile,Electronics,West,6,20000,120000,45597
102660,2025-03-28,Monitor,Electronics,South,1,22000,22000,45717
102661,2024-03-31,Tablet,Electronics,South,4,30000,120000,45352
102662,2024-09-10,Bed,Furniture,North,1,35000,35000,45536
102663,2023-10-03,Sofa,Furniture,North,5,40000,200000,45200
102664,2024-08-09,Mobile,Electronics,South,8,20000,160000,45505
102665,2023-06-22,Headphones,Electronics,West,8,1500,12000,45078
102666,2024-07-03,Bed,Furniture,West,1,35000,35000,45474
102667,2023-08-08,Office Chair,Furniture,North,6,8000,48000,45139
102668,2024-03-13,Laptop,Electronics,South,5,55000,275000,45352
102669,2025-06-10,Monitor,Electronics,West,4,22000,88000,45809
102670,2025-04-24,Headphones,Electronics,East,8,1500,12000,45748
102671,2023-11-15,Office Chair,Furniture,West,8,8000,64000,45231
102672,2025-02-10,Laptop,Electronics,South,1,55000,55000,45689
102673,2024-07-23,Headphones,Electronics,West,8,1500,12000,45474
102674,2024-12-11,Printer,Electronics,South,7,18000,126000,45627
102675,2023-08-22,Sofa,Furniture,West,7,40000,280000,45139
102676,2023-10-03,Office Chair,Furniture,West,7,8000,56000,45200
102677,2023-11-05,Tablet,Electronics,North,5,30000,150000,45231
102678,2025-03-18,Monitor,Electronics,South,2,22000,44000,45717
102679,2023-08-22,Tablet,Electronics,West,1,30000,30000,45139
102680,2024-12-21,Table,Furniture,South,5,12000,60000,45627
102681,2023-08-15,Sofa,Furniture,West,3,40000,120000,45139
102682,2025-04-07,Mobile,Electronics,East,1,20000,20000,45748
102683,2023-01-12,Sofa,Furniture,East,5,40000,200000,44927
102684,2025-09-27,Office Chair,Furniture,North,4,8000,32000,45901
102685,2025-02-24,Mobile,Electronics,East,5,20000,100000,45689
102686,2023-05-29,Mobile,Electronics,North,1,20000,20000,45047
102687,2025-06-07,Mobile,Electronics,West,1,20000,20000,45809
102688,2024-11-01,Sofa,Furniture,South,2,40000,80000,45597
102689,2025-01-23,Office Chair,Furniture,North,4,8000,32000,45658
102690,2025-01-01,Monitor,Electronics,East,8,22000,176000,45658
102691,2025-06-28,Table,Furniture,East,4,12000,48000,45809
102692,2025-03-28,Headphones,Electronics,North,4,1500,6000,45717
102693,2023-07-14,Printer,Electronics,East,2,18000,36000,45108
102694,2024-12-10,Headphones,Electronics,East,8,1500,12000,45627
102695,2025-12-24,Tablet,Electronics,East,8,30000,240000,45992
102696,2023-06-21,Printer,Electronics,South,8,18000,144000,45078
102697,2023-12-28,Monitor,Electronics,South,7,22000,154000,45261
102698,2023-05-13,Headphones,Electronics,East,3,1500,4500,45047
102699,2023-07-28,Printer,Electronics,South,5,18000,90000,45108
102700,2025-08-04,Laptop,Electronics,North,5,55000,275000,45870
102701,2025-06-25,Headphones,Electronics,North,6,1500,9000,45809
102702,2023-03-28,Laptop,Electronics,South,2,55000,110000,44986
102703,2023-03-17,Table,Furniture,North,4,12000,48000,44986
102704,2023-07-04,Sofa,Furniture,North,3,40000,120000,45108
102705,2023-05-16,Bed,Furniture,West,4,35000,140000,45047
102706,2023-06-20,Mobile,Electronics,West,7,20000,140000,45078
102707,2024-10-01,Bed,Furniture,South,4,35000,140000,45566
102708,2024-01-25,Tablet,Electronics,West,2,30000,60000,45292
102709,2023-09-03,Monitor,Electronics,East,8,22000,176000,45170
102710,2023-07-15,Headphones,Electronics,West,2,1500,3000,45108
102711,2025-05-05,Printer,Electronics,West,8,18000,144000,45778
102712,2024-08-23,Printer,Electronics,South,1,18000,18000,45505
102713,2025-05-08,Mobile,Electronics,East,4,20000,80000,45778
102714,2024-07-28,Office Chair,Furniture,East,7,8000,56000,45474
102715,2023-01-26,Printer,Electronics,North,4,18000,72000,44927
102716,2024-01-06,Sofa,Furniture,South,4,40000,160000,45292
102717,2024-12-19,Bed,Furniture,South,1,35000,35000,45627
102718,2025-06-01,Table,Furniture,North,3,12000,36000,45809
102719,2024-08-01,Monitor,Electronics,West,4,22000,88000,45505
102720,2023-08-18,Mobile,Electronics,East,5,20000,100000,45139
102721,2024-07-23,Headphones,Electronics,North,1,1500,1500,45474
102722,2025-04-17,Monitor,Electronics,North,3,22000,66000,45748
102723,2025-05-23,Printer,Electronics,South,5,18000,90000,45778
102724,2024-04-09,Printer,Electronics,South,3,18000,54000,45383
102725,2023-10-16,Table,Furniture,East,1,12000,12000,45200
102726,2025-08-26,Printer,Electronics,East,7,18000,126000,45870
102727,2023-08-29,Mobile,Electronics,West,5,20000,100000,45139
102728,2025-06-22,Printer,Electronics,West,6,18000,108000,45809
102729,2024-02-19,Bed,Furniture,East,3,35000,105000,45323
102730,2024-03-20,Headphones,Electronics,East,2,1500,3000,45352
102731,2024-06-06,Printer,Electronics,North,4,18000,72000,45444
102732,2023-12-13,Tablet,Electronics,North,4,30000,120000,45261
102733,2024-04-30,Mobile,Electronics,North,2,20000,40000,45383
102734,2023-05-09,Monitor,Electronics,West,8,22000,176000,45047
102735,2025-11-14,Office Chair,Furniture,East,2,8000,16000,45962
102736,2023-07-21,Laptop,Electronics,North,3,55000,165000,45108
102737,2025-06-07,Monitor,Electronics,East,5,22000,110000,45809
102738,2023-11-08,Mobile,Electronics,South,2,20000,40000,45231
102739,2025-04-23,Headphones,Electronics,West,6,1500,9000,45748
102740,2023-11-14,Sofa,Furniture,North,1,40000,40000,45231
102741,2023-07-09,Table,Furniture,South,1,12000,12000,45108
102742,2024-01-16,Laptop,Electronics,West,4,55000,220000,45292
102743,2023-03-04,Bed,Furniture,East,7,35000,245000,44986
102744,2024-01-24,Bed,Furniture,West,1,35000,35000,45292
102745,2025-12-23,Office Chair,Furniture,West,8,8000,64000,45992
102746,2023-01-16,Bed,Furniture,East,8,35000,280000,44927
102747,2025-11-25,Sofa,Furniture,North,8,40000,320000,45962
102748,2023-04-04,Laptop,Electronics,North,4,55000,220000,45017
102749,2023-05-07,Office Chair,Furniture,South,5,8000,40000,45047
102750,2024-08-02,Tablet,Electronics,West,7,30000,210000,45505
102751,2024-04-04,Tablet,Electronics,South,1,30000,30000,45383
102752,2025-08-12,Monitor,Electronics,West,1,22000,22000,45870
102753,2025-02-17,Headphones,Electronics,West,8,1500,12000,45689
102754,2023-12-21,Bed,Furniture,West,7,35000,245000,45261
102755,2025-08-06,Sofa,Furniture,East,2,40000,80000,45870
102756,2024-07-30,Bed,Furniture,North,8,35000,280000,45474
102757,2023-05-18,Bed,Furniture,West,2,35000,70000,45047
102758,2024-02-05,Printer,Electronics,North,5,18000,90000,45323
102759,2023-01-07,Sofa,Furniture,West,3,40000,120000,44927
102760,2024-05-18,Mobile,Electronics,East,2,20000,40000,45413
102761,2025-12-12,Headphones,Electronics,East,3,1500,4500,45992
102762,2023-05-02,Headphones,Electronics,West,6,1500,9000,45047
102763,2023-12-04,Tablet,Electronics,South,2,30000,60000,45261
102764,2023-02-13,Table,Furniture,East,2,12000,24000,44958
102765,2023-12-12,Headphones,Electronics,North,3,1500,4500,45261
102766,2025-08-10,Laptop,Electronics,South,5,55000,275000,45870
102767,2023-07-29,Monitor,Electronics,East,3,22000,66000,45108
102768,2025-08-06,Tablet,Electronics,South,6,30000,180000,45870
102769,2025-03-28,Mobile,Electronics,South,8,20000,160000,45717
102770,2023-06-06,Office Chair,Furniture,West,3,8000,24000,45078
102771,2023-02-26,Printer,Electronics,West,8,18000,144000,44958
102772,2024-07-28,Headphones,Electronics,West,3,1500,4500,45474
102773,2024-11-02,Office Chair,Furniture,South,4,8000,32000,45597
102774,2024-03-03,Mobile,Electronics,East,8,20000,160000,45352
102775,2025-01-26,Printer,Electronics,South,7,18000,126000,45658
102776,2024-10-04,Laptop,Electronics,West,8,55000,440000,45566
102777,2025-10-06,Laptop,Electronics,South,1,55000,55000,45931
102778,2023-08-19,Office Chair,Furniture,East,2,8000,16000,45139
102779,2024-05-09,Tablet,Electronics,East,2,30000,60000,45413
102780,2025-01-09,Laptop,Electronics,North,1,55000,55000,45658
102781,2023-03-10,Sofa,Furniture,East,8,40000,320000,44986
102782,2024-09-27,Bed,Furniture,South,2,35000,70000,45536
102783,2024-11-13,Headphones,Electronics,North,1,1500,1500,45597
102784,2024-04-28,Mobile,Electronics,South,4,20000,80000,45383
102785,2023-12-06,Printer,Electronics,West,8,18000,144000,45261
102786,2024-06-28,Tablet,Electronics,West,7,30000,210000,45444
102787,2024-05-03,Sofa,Furniture,South,4,40000,160000,45413
102788,2023-03-06,Printer,Electronics,West,5,18000,90000,44986
102789,2025-05-31,Mobile,Electronics,South,4,20000,80000,45778
102790,2025-03-19,Laptop,Electronics,West,6,55000,330000,45717
102791,2025-07-24,Printer,Electronics,South,7,18000,126000,45839
102792,2023-07-05,Headphones,Electronics,South,1,1500,1500,45108
102793,2025-05-13,Tablet,Electronics,North,5,30000,150000,45778
102794,2025-11-24,Mobile,Electronics,South,6,20000,120000,45962
102795,2024-08-22,Office Chair,Furniture,South,1,8000,8000,45505
102796,2024-11-25,Table,Furniture,North,4,12000,48000,45597
102797,2024-10-18,Mobile,Electronics,South,1,20000,20000,45566
102798,2024-12-09,Office Chair,Furniture,North,6,8000,48000,45627
102799,2023-01-23,Mobile,Electronics,West,1,20000,20000,44927
102800,2024-05-29,Sofa,Furniture,West,1,40000,40000,45413
102801,2025-06-13,Bed,Furniture,East,6,35000,210000,45809
102802,2025-11-11,Printer,Electronics,South,8,18000,144000,45962
102803,2024-10-10,Tablet,Electronics,West,8,30000,240000,45566
102804,2024-07-30,Headphones,Electronics,North,6,1500,9000,45474
102805,2025-03-20,Sofa,Furniture,West,5,40000,200000,45717
102806,2023-07-03,Tablet,Electronics,South,7,30000,210000,45108
102807,2024-04-04,Printer,Electronics,North,2,18000,36000,45383
102808,2025-01-14,Monitor,Electronics,South,8,22000,176000,45658
102809,2023-07-22,Laptop,Electronics,North,2,55000,110000,45108
102810,2024-06-05,Printer,Electronics,North,2,18000,36000,45444
102811,2024-04-30,Laptop,Electronics,West,5,55000,275000,45383
102812,2023-01-26,Headphones,Electronics,South,2,1500,3000,44927
102813,2023-03-18,Tablet,Electronics,West,4,30000,120000,44986
102814,2024-09-23,Sofa,Furniture,North,1,40000,40000,45536
102815,2024-05-02,Tablet,Electronics,North,6,30000,180000,45413
102816,2023-12-07,Bed,Furniture,West,3,35000,105000,45261
102817,2023-03-01,Tablet,Electronics,South,7,30000,210000,44986
102818,2023-12-06,Laptop,Electronics,South,2,55000,110000,45261
102819,2024-09-01,Headphones,Electronics,South,8,1500,12000,45536
102820,2025-12-19,Office Chair,Furniture,North,7,8000,56000,45992
102821,2024-06-17,Mobile,Electronics,North,2,20000,40000,45444
102822,2023-11-26,Laptop,Electronics,North,3,55000,165000,45231
102823,2024-02-02,Laptop,Electronics,West,2,55000,110000,45323
102824,2025-09-16,Bed,Furniture,South,4,35000,140000,45901
102825,2023-12-28,Tablet,Electronics,South,7,30000,210000,45261
102826,2023-12-22,Printer,Electronics,North,8,18000,144000,45261
102827,2025-05-30,Table,Furniture,West,8,12000,96000,45778
102828,2024-10-19,Printer,Electronics,North,8,18000,144000,45566
102829,2023-10-16,Tablet,Electronics,West,8,30000,240000,45200
102830,2023-08-31,Sofa,Furniture,North,8,40000,320000,45139
102831,2025-02-05,Mobile,Electronics,West,4,20000,80000,45689
102832,2025-02-13,Bed,Furniture,North,8,35000,280000,45689
102833,2024-06-10,Printer,Electronics,West,1,18000,18000,45444
102834,2023-08-08,Table,Furniture,West,8,12000,96000,45139
102835,2024-07-02,Bed,Furniture,North,7,35000,245000,45474
102836,2023-11-09,Printer,Electronics,North,6,18000,108000,45231
102837,2025-08-30,Tablet,Electronics,East,4,30000,120000,45870
102838,2023-05-23,Office Chair,Furniture,South,7,8000,56000,45047
102839,2024-04-20,Office Chair,Furniture,East,5,8000,40000,45383
102840,2023-07-12,Table,Furniture,North,6,12000,72000,45108
102841,2023-07-16,Headphones,Electronics,West,7,1500,10500,45108
102842,2023-09-26,Office Chair,Furniture,North,7,8000,56000,45170
102843,2024-05-16,Office Chair,Furniture,North,5,8000,40000,45413
102844,2023-04-12,Monitor,Electronics,South,2,22000,44000,45017
102845,2023-04-17,Table,Furniture,North,3,12000,36000,45017
102846,2024-07-28,Printer,Electronics,South,5,18000,90000,45474
102847,2025-09-04,Monitor,Electronics,South,2,22000,44000,45901
102848,2025-09-27,Sofa,Furniture,West,1,40000,40000,45901
102849,2024-12-26,Printer,Electronics,North,7,18000,126000,45627
102850,2025-05-11,Table,Furniture,North,6,12000,72000,45778
102851,2023-10-05,Office Chair,Furniture,West,5,8000,40000,45200
102852,2023-07-15,Headphones,Electronics,South,5,1500,7500,45108
102853,2025-12-07,Sofa,Furniture,North,4,40000,160000,45992
102854,2024-09-15,Monitor,Electronics,West,2,22000,44000,45536
102855,2024-08-29,Table,Furniture,North,7,12000,84000,45505
102856,2025-10-21,Headphones,Electronics,South,1,1500,1500,45931
102857,2024-08-24,Tablet,Electronics,South,4,30000,120000,45505
102858,2023-02-11,Tablet,Electronics,West,5,30000,150000,44958
102859,2024-09-25,Table,Furniture,North,8,12000,96000,45536
102860,2025-01-29,Tablet,Electronics,North,4,30000,120000,45658
102861,2024-10-06,Printer,Electronics,North,1,18000,18000,45566
102862,2024-06-14,Table,Furniture,West,4,12000,48000,45444
102863,2025-05-27,Bed,Furniture,South,3,35000,105000,45778
102864,2023-08-29,Mobile,Electronics,North,4,20000,80000,45139
102865,2025-04-20,Table,Furniture,East,2,12000,24000,45748
102866,2024-10-26,Bed,Furniture,North,7,35000,245000,45566
102867,2025-09-04,Monitor,Electronics,West,1,22000,22000,45901
102868,2024-05-13,Headphones,Electronics,West,5,1500,7500,45413
102869,2023-06-13,Laptop,Electronics,South,4,55000,220000,45078
102870,2025-05-05,Bed,Furniture,East,4,35000,140000,45778
102871,2025-05-03,Office Chair,Furniture,West,5,8000,40000,45778
102872,2024-07-09,Tablet,Electronics,North,3,30000,90000,45474
102873,2024-10-05,Laptop,Electronics,West,7,55000,385000,45566
102874,2023-10-04,Tablet,Electronics,West,3,30000,90000,45200
102875,2025-06-16,Monitor,Electronics,South,8,22000,176000,45809
102876,2024-01-24,Bed,Furniture,East,1,35000,35000,45292
102877,2025-06-19,Mobile,Electronics,North,8,20000,160000,45809
102878,2025-07-10,Mobile,Electronics,West,2,20000,40000,45839
102879,2025-01-24,Sofa,Furniture,East,2,40000,80000,45658
102880,2024-11-05,Bed,Furniture,North,8,35000,280000,45597
102881,2024-11-28,Office Chair,Furniture,West,8,8000,64000,45597
102882,2023-03-05,Mobile,Electronics,South,1,20000,20000,44986
102883,2023-03-30,Office Chair,Furniture,East,3,8000,24000,44986
102884,2024-04-12,Sofa,Furniture,West,4,40000,160000,45383
102885,2024-09-10,Laptop,Electronics,West,1,55000,55000,45536
102886,2023-12-16,Printer,Electronics,West,4,18000,72000,45261
102887,2023-06-18,Printer,Electronics,South,1,18000,18000,45078
102888,2025-12-03,Bed,Furniture,East,5,35000,175000,45992
102889,2025-08-10,Office Chair,Furniture,North,8,8000,64000,45870
102890,2025-12-31,Laptop,Electronics,West,1,55000,55000,45992
102891,2024-08-14,Mobile,Electronics,East,8,20000,160000,45505
102892,2025-06-07,Monitor,Electronics,North,7,22000,154000,45809
102893,2023-06-12,Office Chair,Furniture,North,5,8000,40000,45078
102894,2023-02-28,Office Chair,Furniture,North,8,8000,64000,44958
102895,2024-06-05,Table,Furniture,North,3,12000,36000,45444
102896,2023-12-01,Mobile,Electronics,West,6,20000,120000,45261
102897,2024-06-02,Table,Furniture,East,8,12000,96000,45444
102898,2023-06-15,Printer,Electronics,East,8,18000,144000,45078
102899,2025-06-04,Tablet,Electronics,East,5,30000,150000,45809
102900,2024-02-12,Bed,Furniture,North,3,35000,105000,45323
102901,2023-10-17,Headphones,Electronics,West,7,1500,10500,45200
102902,2024-04-20,Monitor,Electronics,North,1,22000,22000,45383
102903,2023-09-02,Tablet,Electronics,West,1,30000,30000,45170
102904,2025-02-14,Laptop,Electronics,South,6,55000,330000,45689
102905,2023-03-11,Bed,Furniture,East,6,35000,210000,44986
102906,2024-04-30,Laptop,Electronics,East,5,55000,275000,45383
102907,2024-06-08,Tablet,Electronics,North,2,30000,60000,45444
102908,2025-01-02,Headphones,Electronics,East,8,1500,12000,45658
102909,2024-07-21,Headphones,Electronics,East,8,1500,12000,45474
102910,2025-02-27,Printer,Electronics,South,6,18000,108000,45689
102911,2025-09-14,Tablet,Electronics,East,4,30000,120000,45901
102912,2025-08-08,Headphones,Electronics,East,2,1500,3000,45870
102913,2023-06-07,Office Chair,Furniture,South,5,8000,40000,45078
102914,2024-06-15,Sofa,Furniture,South,8,40000,320000,45444
102915,2025-06-12,Monitor,Electronics,West,6,22000,132000,45809
102916,2025-04-10,Office Chair,Furniture,South,5,8000,40000,45748
102917,2024-09-19,Sofa,Furniture,East,1,40000,40000,45536
102918,2023-09-08,Sofa,Furniture,West,6,40000,240000,45170
102919,2025-12-27,Sofa,Furniture,West,1,40000,40000,45992
102920,2024-01-11,Office Chair,Furniture,West,5,8000,40000,45292
102921,2023-10-12,Office Chair,Furniture,North,5,8000,40000,45200
102922,2025-04-29,Laptop,Electronics,East,6,55000,330000,45748
102923,2025-11-12,Mobile,Electronics,West,5,20000,100000,45962
102924,2024-09-03,Headphones,Electronics,East,2,1500,3000,45536
102925,2024-02-16,Sofa,Furniture,South,5,40000,200000,45323
102926,2024-04-18,Bed,Furniture,East,3,35000,105000,45383
102927,2025-03-30,Bed,Furniture,West,8,35000,280000,45717
102928,2025-05-05,Monitor,Electronics,South,8,22000,176000,45778
102929,2024-07-06,Tablet,Electronics,North,7,30000,210000,45474
102930,2025-04-27,Mobile,Electronics,South,6,20000,120000,45748
102931,2025-02-11,Printer,Electronics,West,8,18000,144000,45689
102932,2025-05-12,Monitor,Electronics,South,5,22000,110000,45778
102933,2025-10-21,Headphones,Electronics,East,4,1500,6000,45931
102934,2023-04-30,Bed,Furniture,West,8,35000,280000,45017
102935,2025-06-06,Office Chair,Furniture,East,6,8000,48000,45809
102936,2024-12-27,Headphones,Electronics,East,2,1500,3000,45627
102937,2025-05-15,Printer,Electronics,North,2,18000,36000,45778
102938,2025-03-08,Headphones,Electronics,South,4,1500,6000,45717
102939,2025-09-07,Monitor,Electronics,North,5,22000,110000,45901
102940,2024-03-17,Printer,Electronics,South,2,18000,36000,45352
102941,2024-06-27,Headphones,Electronics,South,6,1500,9000,45444
102942,2023-12-19,Monitor,Electronics,East,4,22000,88000,45261
102943,2024-05-03,Table,Furniture,North,1,12000,12000,45413
102944,2024-06-24,Table,Furniture,North,8,12000,96000,45444
102945,2023-02-23,Mobile,Electronics,East,4,20000,80000,44958
102946,2024-01-19,Sofa,Furniture,South,7,40000,280000,45292
102947,2023-08-14,Table,Furniture,North,8,12000,96000,45139
102948,2024-09-24,Monitor,Electronics,North,1,22000,22000,45536
102949,2024-03-10,Headphones,Electronics,South,7,1500,10500,45352
102950,2023-08-26,Bed,Furniture,South,6,35000,210000,45139
102951,2025-02-20,Office Chair,Furniture,West,5,8000,40000,45689
102952,2023-04-12,Bed,Furniture,West,4,35000,140000,45017
102953,2024-10-21,Table,Furniture,North,1,12000,12000,45566
102954,2024-11-17,Bed,Furniture,East,2,35000,70000,45597
102955,2024-06-19,Tablet,Electronics,West,7,30000,210000,45444
102956,2025-06-28,Mobile,Electronics,West,6,20000,120000,45809
102957,2025-09-14,Monitor,Electronics,West,4,22000,88000,45901
102958,2024-09-07,Office Chair,Furniture,East,3,8000,24000,45536
102959,2023-10-31,Monitor,Electronics,North,8,22000,176000,45200
102960,2025-07-15,Printer,Electronics,South,3,18000,54000,45839
102961,2023-04-24,Headphones,Electronics,South,6,1500,9000,45017
102962,2025-02-21,Mobile,Electronics,East,8,20000,160000,45689
102963,2023-08-19,Office Chair,Furniture,West,5,8000,40000,45139
102964,2025-06-15,Tablet,Electronics,West,6,30000,180000,45809
102965,2025-04-29,Bed,Furniture,East,4,35000,140000,45748
102966,2024-10-18,Monitor,Electronics,East,3,22000,66000,45566
102967,2024-12-22,Headphones,Electronics,East,7,1500,10500,45627
102968,2025-04-23,Office Chair,Furniture,North,6,8000,48000,45748
102969,2023-04-15,Tablet,Electronics,North,5,30000,150000,45017
102970,2025-04-03,Monitor,Electronics,South,7,22000,154000,45748
102971,2025-05-16,Printer,Electronics,South,8,18000,144000,45778
102972,2023-02-05,Laptop,Electronics,West,6,55000,330000,44958
102973,2025-10-05,Printer,Electronics,West,5,18000,90000,45931
102974,2025-12-11,Laptop,Electronics,East,5,55000,275000,45992
102975,2025-07-15,Bed,Furniture,North,2,35000,70000,45839
102976,2024-06-18,Headphones,Electronics,South,3,1500,4500,45444
102977,2024-08-04,Monitor,Electronics,South,7,22000,154000,45505
102978,2025-05-02,Bed,Furniture,East,1,35000,35000,45778
102979,2023-09-08,Sofa,Furniture,West,2,40000,80000,45170
102980,2024-03-08,Tablet,Electronics,East,8,30000,240000,45352
102981,2025-09-01,Tablet,Electronics,West,2,30000,60000,45901
102982,2023-01-26,Monitor,Electronics,South,7,22000,154000,44927
102983,2023-11-25,Monitor,Electronics,South,7,22000,154000,45231
102984,2023-04-06,Tablet,Electronics,North,8,30000,240000,45017
102985,2023-10-05,Tablet,Electronics,South,2,30000,60000,45200
102986,2023-05-29,Office Chair,Furniture,South,6,8000,48000,45047
102987,2023-04-10,Laptop,Electronics,East,8,55000,440000,45017
102988,2025-10-31,Laptop,Electronics,East,8,55000,440000,45931
102989,2025-07-12,Sofa,Furniture,South,1,40000,40000,45839
102990,2024-03-16,Printer,Electronics,South,6,18000,108000,45352
102991,2024-09-13,Tablet,Electronics,West,8,30000,240000,45536
102992,2024-11-13,Monitor,Electronics,East,1,22000,22000,45597
102993,2024-03-26,Tablet,Electronics,East,7,30000,210000,45352
102994,2025-08-08,Bed,Furniture,South,8,35000,280000,45870
102995,2024-09-01,Tablet,Electronics,South,4,30000,120000,45536
102996,2023-08-20,Laptop,Electronics,South,1,55000,55000,45139
102997,2025-06-18,Bed,Furniture,North,1,35000,35000,45809
102998,2023-08-26,Table,Furniture,South,8,12000,96000,45139
102999,2023-09-23,Monitor,Electronics,West,7,22000,154000,45170
103000,2023-02-08,Office Chair,Furniture,East,3,8000,24000,44958
103001,2023-05-24,Sofa,Furniture,East,2,40000,80000,45047
103002,2025-04-13,Bed,Furniture,East,6,35000,210000,45748
103003,2024-10-05,Printer,Electronics,West,1,18000,18000,45566
103004,2024-09-12,Monitor,Electronics,North,6,22000,132000,45536
103005,2023-09-24,Bed,Furniture,North,6,35000,210000,45170
103006,2025-12-15,Office Chair,Furniture,North,5,8000,40000,45992
103007,2024-10-06,Bed,Furniture,East,7,35000,245000,45566
103008,2025-04-24,Printer,Electronics,North,1,18000,18000,45748
103009,2024-03-03,Printer,Electronics,South,6,18000,108000,45352
103010,2025-03-22,Mobile,Electronics,South,5,20000,100000,45717
103011,2023-12-29,Printer,Electronics,North,5,18000,90000,45261
103012,2023-12-14,Tablet,Electronics,North,4,30000,120000,45261
103013,2024-08-31,Mobile,Electronics,West,1,20000,20000,45505
103014,2023-10-14,Bed,Furniture,West,6,35000,210000,45200
103015,2023-02-07,Bed,Furniture,North,5,35000,175000,44958
103016,2024-01-23,Office Chair,Furniture,South,1,8000,8000,45292
103017,2024-08-31,Tablet,Electronics,West,1,30000,30000,45505
103018,2023-11-06,Printer,Electronics,North,2,18000,36000,45231
103019,2025-03-21,Bed,Furniture,North,4,35000,140000,45717
103020,2025-01-23,Mobile,Electronics,South,1,20000,20000,45658
103021,2024-03-20,Office Chair,Furniture,East,6,8000,48000,45352
103022,2025-11-02,Monitor,Electronics,South,1,22000,22000,45962
103023,2025-03-26,Headphones,Electronics,West,4,1500,6000,45717
103024,2025-07-31,Bed,Furniture,West,2,35000,70000,45839
103025,2025-09-17,Sofa,Furniture,South,7,40000,280000,45901
103026,2025-07-01,Printer,Electronics,West,6,18000,108000,45839
103027,2023-04-09,Bed,Furniture,South,4,35000,140000,45017
103028,2024-06-01,Mobile,Electronics,South,4,20000,80000,45444
